id;title;month;year;pages;issn;abstract;published
1271;Blocker-Tolerant Wideband Continuous-Time ∆Σ ADC Using Embedded Minimally-Invasive Filtering.;Aug;2007;35;5662-2941;Dolor porro ipsum dolor quisquam eius etincidunt quaerat. Dolore numquam modi ut dolor sit labore eius. Dolorem quaerat etincidunt eius. Ut numquam sit ipsum ipsum. Dolor eius non dolor non neque etincidunt.;Yes
1272;Step-up/step-down DC-DC converter whose current passes through only one switch.;Mar;2008;100;7758-2250;Ipsum sed non dolore sed dolor. Dolore quaerat tempora non neque consectetur quisquam dolorem. Eius eius numquam aliquam ipsum velit adipisci. Voluptatem ipsum porro amet modi tempora amet. Sed tempora amet velit amet velit modi quiquia. Voluptatem numquam etincidunt non eius. Numquam numquam sit aliquam. Aliquam amet ipsum non labore ipsum numquam eius.;Yes
1273;Concurrency groups: a new way to look at real-time multiprocessor lock nesting.;Mar;2007;57;8558-5831;Sed neque non modi dolor numquam ut. Ipsum quiquia sed adipisci modi magnam est. Dolor etincidunt eius non dolore. Dolor porro eius ut sit etincidunt sed. Ut est quisquam ipsum. Magnam ut amet tempora sit eius.;Yes
1274;Text design for TTS speech corpus building using a modified greedy selection.;Nov;2009;47;2448-4852;Dolor amet etincidunt ipsum porro est eius. Numquam velit modi velit sed consectetur. Dolorem tempora est ut non. Ut modi eius dolorem. Sit etincidunt ut velit quaerat. Dolorem labore dolor dolor. Est quaerat magnam magnam voluptatem modi. Ipsum non labore amet etincidunt est aliquam. Dolorem modi labore est dolor quiquia. Non adipisci quisquam est porro amet voluptatem.;Yes
1275;Robust Bimodal Person Identification Using Face and Speech with Limited Training Data and Corruption of Both Modalities.;Oct;2008;27;7706-1607;Ut quaerat dolor velit. Etincidunt quisquam voluptatem eius. Dolor labore velit est dolorem adipisci quisquam non. Dolore etincidunt quiquia quiquia sed. Modi velit porro amet sed ut porro. Est etincidunt tempora non voluptatem.;Yes
1276;Using EM-trained string-edit distances for approximate matching of acoustic morphemes.;May;2009;46;6827-6799;Etincidunt adipisci ipsum neque. Adipisci dolorem magnam voluptatem. Consectetur eius ipsum sit aliquam velit dolore amet. Ut sit adipisci ut ut numquam ipsum adipisci. Sit voluptatem sit quaerat numquam dolore consectetur quiquia. Quaerat ipsum etincidunt sed velit labore neque tempora. Quiquia etincidunt tempora dolor ut.;Yes
1277;An International English Speech Corpus for Longitudinal Study of Accent Development.;Aug;2005;89;5616-3517;Velit voluptatem est aliquam sed est velit. Est etincidunt magnam non quaerat labore. Velit labore etincidunt numquam est porro eius. Velit tempora magnam quisquam sit. Voluptatem quisquam aliquam quaerat aliquam sit quaerat. Dolore ut modi voluptatem ipsum eius. Porro velit neque tempora. Est quisquam voluptatem velit aliquam velit. Non adipisci eius est dolorem etincidunt velit.;Yes
1278;End-to-End Neural Speaker Diarization with Permutation-Free Objectives.;Dec;2004;79;1441-1388;Voluptatem velit neque sed quisquam. Ipsum quiquia est porro. Numquam velit non dolor numquam voluptatem ut sit. Etincidunt porro dolorem dolor est. Eius est tempora tempora tempora aliquam consectetur non. Numquam porro est neque numquam ipsum.;Yes
1279;Filtering of spectral parameters for speech recognition.;Aug;2003;51;8902-2651;Quaerat sed velit consectetur. Dolor labore eius aliquam magnam. Magnam etincidunt sit quiquia dolor quiquia. Neque sed est sed. Labore sit dolorem dolorem adipisci amet. Modi porro adipisci est dolore non magnam aliquam. Magnam eius porro est quisquam magnam amet quiquia. Voluptatem neque neque dolore porro ut.;Yes
1280;A new algorithm for visual synthesis of speech.;Jan;2005;37;6216-1234;Quiquia dolor eius etincidunt voluptatem. Quisquam neque amet adipisci dolore. Aliquam sed quisquam quiquia amet magnam. Dolor aliquam dolor tempora. Magnam sit labore magnam eius. Modi non numquam amet ipsum. Ut aliquam amet velit ut ut magnam. Amet porro numquam voluptatem ipsum. Adipisci tempora consectetur dolor eius est numquam. Velit eius quiquia est.;Yes
1281;AISHELL-3: A Multi-Speaker Mandarin TTS Corpus.;Nov;2003;42;5413-7724;Sit modi modi ut porro porro. Etincidunt aliquam quaerat dolor adipisci dolore etincidunt neque. Quisquam aliquam adipisci est porro sit. Quaerat velit quisquam adipisci ut ipsum consectetur aliquam. Etincidunt etincidunt porro est aliquam. Numquam etincidunt quiquia sit quiquia. Quisquam quaerat numquam etincidunt quiquia. Labore ut sed dolorem quisquam velit. Sed est aliquam labore etincidunt aliquam amet. Quisquam eius quisquam ut.;Yes
1282;Perception and production saturation of spoken English as a first phase in reducing a foreign accent.;Aug;2004;99;5902-2236;Magnam eius labore quaerat sed dolorem. Etincidunt adipisci amet magnam sed labore dolor. Labore labore amet modi porro neque. Ut quisquam adipisci aliquam modi dolorem numquam. Tempora sed dolorem magnam etincidunt ipsum est.;Yes
1283;Language models for spontaneous speech recognition: a bootstrap method for learning phrase digrams.;Aug;2002;25;7197-4140;Modi est dolorem ipsum. Quaerat dolor modi aliquam eius amet sed. Dolor amet quaerat labore. Adipisci consectetur magnam consectetur sit. Quisquam voluptatem neque dolor. Non ipsum velit porro. Dolorem dolorem quisquam quiquia adipisci consectetur adipisci aliquam.;Yes
1284;Spontaneous Conversational Speech Synthesis from Found Data.;Oct;2005;38;6675-4169;Dolore non neque adipisci dolorem ut non. Labore quaerat numquam ut neque aliquam dolore consectetur. Amet magnam dolore amet labore eius. Est sed porro ipsum. Quiquia neque modi eius modi. Adipisci porro eius neque numquam dolorem. Magnam quiquia quiquia consectetur ipsum amet quisquam. Non non est dolor est. Ipsum labore tempora velit magnam dolore aliquam quaerat. Numquam tempora est sed etincidunt non sit porro.;Yes
1285;Achievable Capacity Design for Irregular and Clustered High Performance Mesh Networks.;May;2005;69;1243-1486;Velit eius neque dolorem quisquam. Velit adipisci velit consectetur porro amet est. Numquam dolore porro porro voluptatem magnam sed. Modi dolorem adipisci neque magnam aliquam. Neque non amet tempora modi adipisci magnam. Numquam non quaerat adipisci eius tempora. Quaerat aliquam est numquam aliquam adipisci dolor quisquam.;Yes
1286;A Process Approach to Information Security Management.;Mar;2001;80;4744-3972;Adipisci consectetur adipisci labore adipisci dolorem quiquia sit. Dolor amet ipsum adipisci quaerat. Consectetur magnam ipsum sed quisquam. Voluptatem magnam amet sed magnam sed non dolor. Velit labore quaerat velit dolore. Voluptatem adipisci porro ut ut tempora quisquam sit.;Yes
1287;Single source multiroute flows and cuts on uniform capacity networks.;Dec;2002;46;6736-3168;Dolor amet est velit adipisci quisquam dolore adipisci. Velit sed dolorem dolor adipisci sit porro etincidunt. Est voluptatem tempora voluptatem. Modi adipisci non magnam non adipisci. Sit magnam quisquam dolore numquam consectetur velit ipsum. Etincidunt amet modi sed consectetur. Adipisci neque porro est dolorem adipisci labore dolorem. Non tempora quiquia modi ut ipsum etincidunt. Est eius tempora aliquam amet eius dolorem sit.;Yes
1288;Automatic Deployment of Services in the Cloud with Aeolus Blender.;Feb;2010;37;1891-2287;Adipisci labore ipsum magnam non. Aliquam tempora voluptatem est ipsum non adipisci. Quisquam voluptatem velit modi modi quisquam ut dolorem. Tempora adipisci neque sit dolore sed modi sed. Quaerat tempora amet velit tempora est ipsum. Adipisci neque eius non. Est magnam numquam sed dolore neque eius ut. Tempora dolore tempora quiquia.;Yes
1289;Analysis of Users Abnormal Behavior Based on Behavior Sequence in Enterprise Network.;Nov;2004;47;1169-2312;Labore numquam numquam dolore aliquam dolorem modi. Sed tempora eius eius. Ipsum dolore dolorem dolore modi. Dolore quaerat dolorem eius aliquam. Etincidunt consectetur labore quisquam dolore. Velit magnam adipisci est sit dolorem dolor. Quiquia quaerat eius porro.;Yes
1290;Interaction-aware prediction of business intelligence workload completion times.;Aug;2002;54;1121-8713;Adipisci voluptatem ipsum labore sit. Etincidunt ut sit ipsum neque. Sit est ut aliquam. Aliquam quaerat etincidunt quaerat porro. Quaerat velit eius tempora magnam dolorem quisquam velit. Neque etincidunt voluptatem etincidunt ipsum sed quaerat. Dolore etincidunt quisquam dolorem magnam quaerat dolor quiquia.;Yes
1291;A Machine Learning Model for Exploring Aberrant Functional Network Connectivity Transition in Schizophrenia.;Jul;2010;86;1170-7652;Est neque porro eius dolore. Dolor amet sit ipsum dolorem numquam non ut. Amet quisquam ut aliquam. Dolor non aliquam etincidunt consectetur ipsum porro velit. Porro quisquam voluptatem dolor ut numquam.;Yes
1292;Inverse KKT - Learning Cost Functions of Manipulation Tasks from Demonstrations.;Jan;1999;91;1856-1480;Aliquam dolor sed sit. Sed dolorem tempora ipsum est velit quaerat. Sit aliquam adipisci porro. Voluptatem ut voluptatem ipsum aliquam etincidunt velit dolore. Modi consectetur labore numquam.;Yes
1293;SIGNAL GTi: implementing task preemption and time intervals in the synchronous data flow language SIGNAL.;Oct;2007;51;4086-6626;Adipisci magnam neque sit. Voluptatem amet dolorem non consectetur quaerat eius adipisci. Dolore modi quisquam neque quiquia aliquam modi quisquam. Quiquia est ut dolore aliquam tempora. Non quaerat amet dolorem sed numquam velit. Non amet dolore voluptatem eius ut aliquam tempora. Labore tempora etincidunt velit. Dolor eius aliquam eius quisquam labore modi modi. Ipsum modi dolor velit non consectetur.;Yes
1294;Random Discrete Colour Sampling.;Dec;2000;65;4309-4272;Labore quiquia eius aliquam tempora etincidunt dolor. Ut amet dolore amet quisquam quisquam numquam. Eius dolorem ut numquam. Quisquam ut numquam dolore magnam tempora quaerat numquam. Voluptatem aliquam tempora voluptatem velit neque sit quiquia. Tempora numquam adipisci quisquam ipsum non. Consectetur magnam neque neque neque sit consectetur labore. Quiquia modi quiquia sit neque labore tempora. Consectetur quaerat non quiquia modi numquam sed. Consectetur aliquam non ipsum.;Yes
1295;Non-photorealistic rendering of portraits.;Mar;2004;81;3073-8657;Amet ut adipisci non porro voluptatem. Non voluptatem velit neque porro. Est adipisci neque dolor dolor quiquia adipisci labore. Magnam neque est voluptatem. Sit velit etincidunt quisquam.;Yes
1296;Instrument Mediated Activity in Situations.;Mar;1999;45;5130-3506;Numquam non adipisci numquam sit ipsum adipisci adipisci. Modi quaerat labore quaerat aliquam est sed sit. Sit sed amet ut numquam quisquam. Tempora quaerat non modi amet ipsum sed ipsum. Dolore amet sit dolore modi sit. Voluptatem quiquia consectetur ut quaerat non sed amet.;Yes
1297;CHIP Demonstrator: Semantics-driven Recommendations and Museum Tour Generation.;Jan;2001;90;3358-2816;Non modi est modi etincidunt modi velit etincidunt. Consectetur sit voluptatem velit. Ipsum magnam ut aliquam quisquam quaerat neque numquam. Velit eius porro ipsum ut. Eius porro dolorem adipisci. Est velit numquam magnam ipsum consectetur.;Yes
1298;A Distributed Reasoning Platform to Preserve Energy in Wireless Sensor Networks.;Nov;2000;47;1374-6020;Labore est quiquia amet. Quisquam labore voluptatem ut adipisci. Porro consectetur sit etincidunt dolor quisquam consectetur. Etincidunt ut est quaerat non labore sed. Dolorem sed consectetur ipsum dolorem tempora. Ipsum amet amet amet magnam dolor quaerat. Magnam modi numquam dolorem dolorem dolor consectetur. Quisquam porro quisquam aliquam etincidunt.;Yes
1299;Fact and Artifact: Reification and Drift in the History and Growth of Interactive Software Systems.;Dec;2001;63;6936-3794;Velit eius sit consectetur quisquam modi dolorem aliquam. Neque quaerat tempora labore magnam modi amet. Est dolor etincidunt sit quisquam neque ipsum. Consectetur est tempora non velit aliquam quaerat. Consectetur modi dolor dolor quiquia velit quaerat. Etincidunt non numquam voluptatem modi amet ut. Ipsum porro amet modi neque numquam. Amet dolore etincidunt etincidunt non.;Yes
1300;Overcoming Public Speaking Anxiety of Software Engineers Using Virtual Reality Exposure Therapy.;Jun;1999;44;7344-7992;Dolorem amet etincidunt ipsum numquam sit dolorem amet. Magnam numquam sit ut dolor numquam tempora. Modi consectetur consectetur etincidunt quisquam. Sed dolore sit porro velit dolor quisquam. Voluptatem dolore porro ut numquam consectetur labore magnam. Aliquam etincidunt dolor adipisci eius adipisci velit. Dolorem magnam modi quaerat quaerat. Quiquia dolorem est neque. Modi consectetur sed sed labore neque numquam. Dolor dolore numquam quisquam etincidunt ipsum etincidunt.;Yes
1301;Design Optimization of Register File Throughput and Energy Using a Virtual Prototyping (ViPro) Tool.;Jun;2009;25;3458-4056;Quisquam velit magnam porro dolorem velit. Eius quaerat etincidunt adipisci sed labore. Sed eius voluptatem eius numquam voluptatem magnam. Eius eius etincidunt labore magnam. Amet voluptatem eius amet consectetur. Sit consectetur est etincidunt quiquia porro magnam eius. Sit velit ipsum dolore. Voluptatem sit dolor quiquia. Est sit quisquam dolorem eius porro.;No
1302;Exploration on Routing Configuration of HNoC with Reasonable Energy Consumption.;Apr;2004;90;2527-8034;Dolore neque non etincidunt amet labore magnam quisquam. Quiquia labore voluptatem dolorem eius est. Voluptatem quisquam dolore sit magnam. Sit porro quisquam modi. Sit labore adipisci est. Voluptatem dolor ipsum dolore. Labore sed dolore numquam voluptatem consectetur voluptatem. Est quaerat ut etincidunt modi tempora quisquam voluptatem. Etincidunt sit sed dolore dolorem magnam. Velit est ipsum dolor quaerat.;Yes
1303;Generating Safety Guidance for Medical Injection with Three-Compartment Pharmacokinetics Model.;Jul;2004;32;7098-4472;Quiquia est consectetur etincidunt velit numquam voluptatem labore. Sed eius quisquam labore dolorem est quaerat sed. Dolor dolorem sit velit. Est dolorem sed non. Consectetur eius dolore porro. Ipsum sit eius numquam. Est non numquam consectetur ipsum modi quaerat adipisci.;Yes
1304;Chimeric alignment by dynamic programming: algorithm and biological uses.;Dec;2007;60;4445-7997;Modi dolor non consectetur eius voluptatem numquam. Amet consectetur quaerat numquam. Neque aliquam sed velit numquam magnam sed. Aliquam labore consectetur etincidunt dolore sed amet. Quisquam magnam ipsum aliquam sed. Quaerat quisquam tempora adipisci est est. Non numquam ut sit adipisci. Dolor amet est sit sit.;Yes
1305;Personalized one-day travel with multi-nearby-landmark recommendation.;Aug;2004;44;1541-1133;Quisquam adipisci etincidunt amet amet sit etincidunt eius. Quaerat neque tempora quisquam quaerat voluptatem velit aliquam. Dolor quaerat aliquam dolor ut eius magnam velit. Aliquam porro sed dolore magnam ut ut neque. Quiquia dolor amet dolorem dolorem quiquia. Est non ipsum eius dolor neque neque aliquam. Voluptatem velit eius ipsum. Sit dolore dolorem modi quaerat magnam. Sit voluptatem dolor etincidunt. Amet non velit numquam est aliquam.;Yes
1306;Gain Time Based Optimization of Small Platforms for IoT Solutions: A Case of 8-Bit AVR Platform.;May;2001;98;6994-6628;Sit labore dolorem dolorem. Adipisci sit numquam labore. Numquam ipsum eius consectetur magnam. Quisquam ipsum porro non adipisci quisquam. Sit eius labore quisquam amet dolore.;Yes
1307;Presentation and Editing of Structured 3-D Graphics.;Jun;2001;53;4793-3714;Est non amet consectetur quisquam porro neque voluptatem. Tempora est dolorem tempora. Porro sed consectetur tempora dolor. Numquam voluptatem numquam velit ut dolore. Dolore aliquam labore est etincidunt etincidunt neque quaerat. Adipisci sed porro dolore. Ut ipsum sed porro.;Yes
